School_ID,School_Name,Subgroup_Name,No_in_Class,No_Graduated,Percent_Graduated
5108,Shadow Mountain High School,Black/African American,0,0,0
5108,Shadow Mountain High School,English Learners,0,0,0
5108,Shadow Mountain High School,ELFEP14,0,0,0
5108,Shadow Mountain High School,Female,107,0,0
5108,Shadow Mountain High School,Foster Care,0,0,0
5108,Shadow Mountain High School,Hispanic or Latino,81,66,81.5
5108,Shadow Mountain High School,Homeless,0,0,0
5108,Shadow Mountain High School,Income Eligibility 1 & 2,58,47,81
5108,Shadow Mountain High School,Male,141,0,81.6
5108,Shadow Mountain High School,Multiple Races,15,0,0
5108,Shadow Mountain High School,Special Education,30,0,0
5108,Shadow Mountain High School,White,134,121,90.3
79268,Pinnacle High School,All,577,559,96.9
79268,Pinnacle High School,Asian,27,0,0
79268,Pinnacle High School,Black/African American,11,0,0
79268,Pinnacle High School,English Learners,0,0,0
79268,Pinnacle High School,ELFEP14,0,0,0
79268,Pinnacle High School,Female,278,0,0
79268,Pinnacle High School,Hispanic or Latino,79,0,0
79268,Pinnacle High School,Income Eligibility 1 & 2,38,0,0
79268,Pinnacle High School,Male,299,0,95.7
79268,Pinnacle High School,Military,0,0,0
79268,Pinnacle High School,Multiple Races,35,0,0
79268,Pinnacle High School,Native Hawaiian or Pacific Islander,0,0,0
79268,Pinnacle High School,Special Education,40,0,0
79268,Pinnacle High School,White,419,408,97.4
90782,pvONLINE,All,103,38,36.9
90782,pvONLINE,Asian,0,0,0
90782,pvONLINE,Black/African American,0,0,0
90782,pvONLINE,English Learners,0,0,0
90782,pvONLINE,ELFEP14,0,0,0
90782,pvONLINE,Female,60,23,38.3
90782,pvONLINE,Hispanic or Latino,25,0,0
90782,pvONLINE,Income Eligibility 1 & 2,0,0,0
90782,pvONLINE,Male,43,15,34.9
90782,pvONLINE,Multiple Races,0,0,0
90782,pvONLINE,Native Hawaiian or Pacific Islander,0,0,0
90782,pvONLINE,Special Education,0,0,0
90782,pvONLINE,White,55,26,47.3
92611,Sweetwater Community School,All,69,26,37.7
92611,Sweetwater Community School,American Indian or Alaska Native,0,0,0
92611,Sweetwater Community School,Asian,0,0,0
92611,Sweetwater Community School,Black/African American,0,0,0
92611,Sweetwater Community School,ELFEP14,0,0,0
92611,Sweetwater Community School,Female,29,0,0
92611,Sweetwater Community School,Foster Care,0,0,0
92611,Sweetwater Community School,Hispanic or Latino,34,0,0
92611,Sweetwater Community School,Homeless,0,0,0
92611,Sweetwater Community School,Income Eligibility 1 & 2,29,0,0
92611,Sweetwater Community School,Male,40,0,40
92611,Sweetwater Community School,Special Education,0,0,0
92611,Sweetwater Community School,White,27,15,55.6
5127,Chandler High School,All,867,749,86.4
5127,Chandler High School,American Indian or Alaska Native,0,0,0
5127,Chandler High School,Asian,27,0,0
5127,Chandler High School,Black/African American,91,0,0
5127,Chandler High School,English Learners,36,0,0
5127,Chandler High School,ELFEP14,42,0,0
5127,Chandler High School,Female,460,421,91.5
5127,Chandler High School,Foster Care,0,0,0
5127,Chandler High School,Hispanic or Latino,457,385,84.2
5127,Chandler High School,Homeless,33,0,0
5127,Chandler High School,Income Eligibility 1 & 2,362,302,83.4
5127,Chandler High School,Male,407,328,80.6
5127,Chandler High School,Migrant,0,0,0
5127,Chandler High School,Military,0,0,0
5127,Chandler High School,Multiple Races,34,0,0
5127,Chandler High School,Native Hawaiian or Pacific Islander,0,0,0
5127,Chandler High School,Special Education,100,77,77
5127,Chandler High School,White,206,192,93.2
6015,Hamilton High School,All,1062,982,92.5
6015,Hamilton High School,American Indian or Alaska Native,0,0,0
6015,Hamilton High School,Asian,215,0,0
6015,Hamilton High School,Black/African American,72,0,0
6015,Hamilton High School,English Learners,13,0,0
6015,Hamilton High School,ELFEP14,16,0,0
6015,Hamilton High School,Female,504,467,92.7
6015,Hamilton High School,Foster Care,0,0,0
6015,Hamilton High School,Hispanic or Latino,217,191,88
6015,Hamilton High School,Homeless,19,0,0
6015,Hamilton High School,Income Eligibility 1 & 2,189,164,86.8
6015,Hamilton High School,Male,558,515,92.3
6015,Hamilton High School,Migrant,0,0,0
6015,Hamilton High School,Military,0,0,0
6015,Hamilton High School,Multiple Races,50,0,0
6015,Hamilton High School,Native Hawaiian or Pacific Islander,0,0,0
6015,Hamilton High School,Special Education,68,56,82.4
6015,Hamilton High School,White,459,444,96.7
79633,Basha High School,All,599,561,93.7
79633,Basha High School,American Indian or Alaska Native,0,0,0
79633,Basha High School,Asian,41,0,0
79633,Basha High School,Black/African American,30,0,0
79633,Basha High School,English Learners,0,0,0
79633,Basha High School,ELFEP14,0,0,0
79633,Basha High School,Female,285,274,96.1
79633,Basha High School,Foster Care,0,0,0
79633,Basha High School,Hispanic or Latino,107,0,0
79633,Basha High School,Homeless,0,0,0
79633,Basha High School,Income Eligibility 1 & 2,70,0,0
79633,Basha High School,Male,314,287,91.4
79633,Basha High School,Military,0,0,0
79633,Basha High School,Multiple Races,14,0,0
79633,Basha High School,Native Hawaiian or Pacific Islander,0,0,0
79633,Basha High School,Special Education,57,45,78.9
79633,Basha High School,White,385,367,95.3
89591,Arizona College Prep High School,All,282,0,0
89591,Arizona College Prep High School,American Indian or Alaska Native,0,0,0
89591,Arizona College Prep High School,Asian,68,0,0
89591,Arizona College Prep High School,Black/African American,0,0,0
89591,Arizona College Prep High School,English Learners,0,0,0
89591,Arizona College Prep High School,ELFEP14,0,0,0
89591,Arizona College Prep High School,Female,135,0,0
89591,Arizona College Prep High School,Hispanic or Latino,48,0,0
89591,Arizona College Prep High School,Homeless,0,0,0
89591,Arizona College Prep High School,Income Eligibility 1 & 2,17,0,0
89591,Arizona College Prep High School,Male,147,0,0
89591,Arizona College Prep High School,Migrant,0,0,0
89591,Arizona College Prep High School,Military,0,0,0
89591,Arizona College Prep High School,Multiple Races,21,0,0
89591,Arizona College Prep High School,Special Education,0,0,0
89591,Arizona College Prep High School,White,137,0,0
89613,Perry High School,All,797,745,93.5
89613,Perry High School,American Indian or Alaska Native,0,0,0
89613,Perry High School,Asian,51,0,0
89613,Perry High School,Black/African American,29,0,0
89613,Perry High School,English Learners,0,0,0
89613,Perry High School,ELFEP14,0,0,0
89613,Perry High School,Female,421,400,95
89613,Perry High School,Foster Care,0,0,0
89613,Perry High School,Hispanic or Latino,135,123,91.1
89613,Perry High School,Homeless,0,0,0
89613,Perry High School,Income Eligibility 1 & 2,85,72,84.7
89613,Perry High School,Male,376,345,91.8
89613,Perry High School,Military,0,0,0
89613,Perry High School,Multiple Races,22,0,0
89613,Perry High School,Native Hawaiian or Pacific Islander,0,0,0
89613,Perry High School,Special Education,89,0,0
89613,Perry High School,White,536,516,96.3
91282,Chandler Online Academy,All,143,77,53.8
91282,Chandler Online Academy,American Indian or Alaska Native,0,0,0
91282,Chandler Online Academy,Asian,0,0,0
91282,Chandler Online Academy,Black/African American,0,0,0
91282,Chandler Online Academy,English Learners,0,0,0
91282,Chandler Online Academy,ELFEP14,0,0,0
91282,Chandler Online Academy,Female,78,42,53.8
91282,Chandler Online Academy,Hispanic or Latino,21,0,0
91282,Chandler Online Academy,Income Eligibility 1 & 2,0,0,0
91282,Chandler Online Academy,Male,65,35,53.8
91282,Chandler Online Academy,Military,0,0,0
91282,Chandler Online Academy,Multiple Races,0,0,0
91282,Chandler Online Academy,Special Education,0,0,0
91282,Chandler Online Academy,White,64,48,75
92892,Dr. Camille Casteel High School,All,534,512,95.9
92892,Dr. Camille Casteel High School,American Indian or Alaska Native,0,0,0
92892,Dr. Camille Casteel High School,Asian,20,0,0
92892,Dr. Camille Casteel High School,Black/African American,20,0,0
92892,Dr. Camille Casteel High School,English Learners,0,0,0
92892,Dr. Camille Casteel High School,ELFEP14,0,0,0
92892,Dr. Camille Casteel High School,Female,259,0,0
92892,Dr. Camille Casteel High School,Foster Care,0,0,0
92892,Dr. Camille Casteel High School,Hispanic or Latino,70,0,0
92892,Dr. Camille Casteel High School,Homeless,0,0,0
92892,Dr. Camille Casteel High School,Income Eligibility 1 & 2,47,0,0
92892,Dr. Camille Casteel High School,Male,275,0,95.3
92892,Dr. Camille Casteel High School,Multiple Races,16,0,0
92892,Dr. Camille Casteel High School,Native Hawaiian or Pacific Islander,0,0,0
92892,Dr. Camille Casteel High School,Special Education,29,0,0
92892,Dr. Camille Casteel High School,White,397,0,0
5133,Dysart High School,All,311,292,93.9
5133,Dysart High School,American Indian or Alaska Native,0,0,0
5133,Dysart High School,Asian,13,0,0
5133,Dysart High School,Black/African American,25,0,0
5133,Dysart High School,English Learners,15,0,0
5133,Dysart High School,ELFEP14,17,0,0
5133,Dysart High School,Female,148,0,0
5133,Dysart High School,Foster Care,0,0,0
5133,Dysart High School,Hispanic or Latino,189,0,0
5133,Dysart High School,Homeless,0,0,0
5133,Dysart High School,Income Eligibility 1 & 2,162,0,0
5133,Dysart High School,Male,163,0,0
5133,Dysart High School,Military,0,0,0
5133,Dysart High School,Multiple Races,11,0,0
5133,Dysart High School,Special Education,53,0,0
5133,Dysart High School,White,70,0,0
81113,Willow Canyon High School,All,469,456,97.2
81113,Willow Canyon High School,American Indian or Alaska Native,0,0,0
81113,Willow Canyon High School,Asian,17,0,0
81113,Willow Canyon High School,Black/African American,35,0,0
81113,Willow Canyon High School,English Learners,0,0,0
81113,Willow Canyon High School,ELFEP14,0,0,0
81113,Willow Canyon High School,Female,245,0,0
81113,Willow Canyon High School,Foster Care,0,0,0
81113,Willow Canyon High School,Hispanic or Latino,139,0,0
81113,Willow Canyon High School,Homeless,0,0,0
81113,Willow Canyon High School,Income Eligibility 1 & 2,126,0,0
81113,Willow Canyon High School,Male,224,0,0
81113,Willow Canyon High School,Military,12,0,0
81113,Willow Canyon High School,Multiple Races,33,0,0
81113,Willow Canyon High School,Special Education,55,0,0
81113,Willow Canyon High School,White,240,0,0
88417,Valley Vista High School,All,582,537,92.3
88417,Valley Vista High School,American Indian or Alaska Native,0,0,0
88417,Valley Vista High School,Asian,0,0,0
88417,Valley Vista High School,Black/African American,54,0,0
88417,Valley Vista High School,English Learners,16,0,0
88417,Valley Vista High School,ELFEP14,17,0,0
88417,Valley Vista High School,Female,300,280,93.3
88417,Valley Vista High School,Foster Care,0,0,0
88417,Valley Vista High School,Hispanic or Latino,273,252,92.3
88417,Valley Vista High School,Income Eligibility 1 & 2,223,205,91.9
88417,Valley Vista High School,Male,282,257,91.1
88417,Valley Vista High School,Migrant,0,0,0
88417,Valley Vista High School,Military,14,0,0
88417,Valley Vista High School,Multiple Races,31,0,0
88417,Valley Vista High School,Native Hawaiian or Pacific Islander,0,0,0
88417,Valley Vista High School,Special Education,68,0,0
88417,Valley Vista High School,White,200,0,0
90134,Shadow Ridge High School,All,517,506,97.9
90134,Shadow Ridge High School,American Indian or Alaska Native,0,0,0
90134,Shadow Ridge High School,Asian,0,0,0
90134,Shadow Ridge High School,Black/African American,30,0,0
90134,Shadow Ridge High School,English Learners,0,0,0
90134,Shadow Ridge High School,ELFEP14,0,0,0
90134,Shadow Ridge High School,Female,266,0,0
90134,Shadow Ridge High School,Foster Care,0,0,0
90134,Shadow Ridge High School,Hispanic or Latino,155,0,0
90134,Shadow Ridge High School,Homeless,0,0,0
90134,Shadow Ridge High School,Income Eligibility 1 & 2,99,0,0
90134,Shadow Ridge High School,Male,251,0,0
90134,Shadow Ridge High School,Military,16,0,0
90134,Shadow Ridge High School,Multiple Races,32,0,0
90134,Shadow Ridge High School,Native Hawaiian or Pacific Islander,0,0,0
90134,Shadow Ridge High School,Special Education,53,0,0
90134,Shadow Ridge High School,White,285,0,0
90875,Dysart iSchool,All,12,0,0
90875,Dysart iSchool,Black/African American,0,0,0
90875,Dysart iSchool,Female,0,0,0
90875,Dysart iSchool,Hispanic or Latino,0,0,0
90875,Dysart iSchool,Income Eligibility 1 & 2,0,0,0
90875,Dysart iSchool,Male,0,0,0
90875,Dysart iSchool,Special Education,0,0,0
90875,Dysart iSchool,White,0,0,0
5137,Cactus Shadows High School,All,376,350,93.1
5137,Cactus Shadows High School,Asian,0,0,0
5137,Cactus Shadows High School,Black/African American,0,0,0
5137,Cactus Shadows High School,English Learners,0,0,0
5137,Cactus Shadows High School,ELFEP14,0,0,0
5137,Cactus Shadows High School,Female,178,166,93.3
5137,Cactus Shadows High School,Hispanic or Latino,54,0,0
5137,Cactus Shadows High School,Male,198,184,92.9
5137,Cactus Shadows High School,Military,0,0,0
5137,Cactus Shadows High School,Multiple Races,0,0,0
5137,Cactus Shadows High School,Native Hawaiian or Pacific Islander,0,0,0
5137,Cactus Shadows High School,Special Education,37,0,0
5137,Cactus Shadows High School,White,301,283,94
1001171,Cave Creek Academy of Excellence,All,0,0,0
1001171,Cave Creek Academy of Excellence,Female,0,0,0
1001171,Cave Creek Academy of Excellence,Hispanic or Latino,0,0,0
1001171,Cave Creek Academy of Excellence,White,0,0,0
5141,Queen Creek High School,All,502,478,95.2
5141,Queen Creek High School,American Indian or Alaska Native,0,0,0
5141,Queen Creek High School,Asian,0,0,0
5141,Queen Creek High School,Black/African American,11,0,0
5141,Queen Creek High School,English Learners,0,0,0
5141,Queen Creek High School,ELFEP14,0,0,0
5141,Queen Creek High School,Female,263,0,0
5141,Queen Creek High School,Foster Care,0,0,0
5141,Queen Creek High School,Hispanic or Latino,127,0,0
5141,Queen Creek High School,Homeless,0,0,0
5141,Queen Creek High School,Income Eligibility 1 & 2,69,0,0
5141,Queen Creek High School,Male,239,0,93.7
5141,Queen Creek High School,Migrant,0,0,0
5141,Queen Creek High School,Military,0,0,0
5141,Queen Creek High School,Multiple Races,22,0,0
5141,Queen Creek High School,Native Hawaiian or Pacific Islander,0,0,0
5141,Queen Creek High School,Special Education,49,0,0
5141,Queen Creek High School,White,325,309,95.1
92628,Queen Creek Virtual Academy,All,103,0,0
92628,Queen Creek Virtual Academy,American Indian or Alaska Native,0,0,0
92628,Queen Creek Virtual Academy,Black/African American,0,0,0
92628,Queen Creek Virtual Academy,English Learners,0,0,0
92628,Queen Creek Virtual Academy,ELFEP14,0,0,0
92628,Queen Creek Virtual Academy,Female,54,0,0
92628,Queen Creek Virtual Academy,Foster Care,0,0,0
92628,Queen Creek Virtual Academy,Hispanic or Latino,22,0,0
92628,Queen Creek Virtual Academy,Homeless,0,0,0
92628,Queen Creek Virtual Academy,Income Eligibility 1 & 2,0,0,0
92628,Queen Creek Virtual Academy,Male,49,0,0
92628,Queen Creek Virtual Academy,Multiple Races,0,0,0
92628,Queen Creek Virtual Academy,Special Education,0,0,0
92628,Queen Creek Virtual Academy,White,72,0,0
1000117,Eastmark High School,All,196,182,92.9
1000117,Eastmark High School,Asian,11,0,0
1000117,Eastmark High School,Black/African American,13,0,0
1000117,Eastmark High School,English Learners,0,0,0
1000117,Eastmark High School,ELFEP14,0,0,0
1000117,Eastmark High School,Female,90,0,0
1000117,Eastmark High School,Foster Care,0,0,0
1000117,Eastmark High School,Hispanic or Latino,37,0,0
1000117,Eastmark High School,Income Eligibility 1 & 2,27,0,0
1000117,Eastmark High School,Male,106,0,0
1000117,Eastmark High School,Multiple Races,0,0,0
1000117,Eastmark High School,Native Hawaiian or Pacific Islander,0,0,0
1000117,Eastmark High School,Special Education,15,0,0
1000117,Eastmark High School,White,127,0,0
5161,Deer Valley High School,All,343,321,93.6
5161,Deer Valley High School,American Indian or Alaska Native,0,0,0
5161,Deer Valley High School,Asian,0,0,0
5161,Deer Valley High School,Black/African American,17,0,0
5161,Deer Valley High School,English Learners,0,0,0
5161,Deer Valley High School,ELFEP14,0,0,0
5161,Deer Valley High School,Female,162,0,0
5161,Deer Valley High School,Hispanic or Latino,101,0,0
5161,Deer Valley High School,Homeless,0,0,0
5161,Deer Valley High School,Income Eligibility 1 & 2,102,0,0
5161,Deer Valley High School,Male,181,0,92.3
5161,Deer Valley High School,Military,0,0,0
5161,Deer Valley High School,Multiple Races,20,0,0
5161,Deer Valley High School,Native Hawaiian or Pacific Islander,0,0,0
5161,Deer Valley High School,Special Education,30,0,0
5161,Deer Valley High School,White,187,0,0
5162,Barry Goldwater High School,All,395,356,90.1
5162,Barry Goldwater High School,American Indian or Alaska Native,0,0,0
5162,Barry Goldwater High School,Asian,18,0,0
5162,Barry Goldwater High School,Black/African American,27,0,0
